nome,idade,salario
,39,4385
Cliente3900,,3000
Cliente3901,46,3020
Cliente3902,47,3040
Cliente3903,48,3060
Cliente3904,49,3080
Cliente3905,,3050
,46,3590
Cliente3907,52,3140
Cliente3908,53,3160
Cliente3909,54,3180
Cliente3910,,3100
Cliente3911,56,3220
Cliente3912,57,3240
,53,3695
Cliente3914,59,3280
Cliente3915,,3150
Cliente3916,41,
Cliente3917,62,3340
Cliente3918,63,3360
Cliente3919,64,3380
Cliente3920,,3200
Cliente3921,26,3420
Cliente3922,27,3440
Cliente3923,28,3460
Cliente3924,29,3480
Cliente3925,,3250
Cliente3926,31,3520
,27,3905
Cliente3928,33,3560
Cliente3929,34,3580
Cliente3930,,3300
Cliente3931,36,3620
Cliente3932,37,3640
Cliente3933,38,3660
,34,4010
Cliente3935,,3350
Cliente3936,41,3720
Cliente3937,42,3740
Cliente3938,33,
Cliente3939,44,3780
Cliente3940,,3400
,41,4115
Cliente3942,47,3840
Cliente3943,48,3860
Cliente3944,49,3880
Cliente3945,,3450
Cliente3946,51,3920
Cliente3947,52,3940
,48,4220
Cliente3949,44,
Cliente3950,,3000
Cliente3951,56,4020
Cliente3952,57,4040
Cliente3953,58,4060
Cliente3954,59,4080
Cliente3955,,3050
Cliente3956,61,4120
Cliente3957,62,4140
Cliente3958,63,4160
Cliente3959,64,4180
Cliente3960,,3100
Cliente3961,26,4220
,22,3530
Cliente3963,28,4260
Cliente3964,29,4280
Cliente3965,,3150
Cliente3966,31,4320
Cliente3967,32,4340
Cliente3968,33,4360
,29,3635
Cliente3970,,3200
Cliente3971,36,
Cliente3972,37,4440
Cliente3973,38,4460
Cliente3974,39,4480
Cliente3975,,3250
,36,3740
Cliente3977,42,4540
Cliente3978,43,4560
Cliente3979,44,4580
Cliente3980,,3300
Cliente3981,46,4620
Cliente3982,47,
,43,3845
Cliente3984,49,4680
Cliente3985,,3350
Cliente3986,51,4720
Cliente3987,52,4740
Cliente3988,53,4760
Cliente3989,54,4780
Cliente3990,,3400
Cliente3991,56,4820
Cliente3992,57,4840
Cliente3993,28,
Cliente3994,59,4880
Cliente3995,,3450
Cliente3996,61,4920
,57,4055
Cliente3998,63,4960
Cliente3999,64,4980
Cliente4000,,3000
Cliente4001,26,3020
Cliente4002,27,3040
Cliente4003,28,3060
,24,4160
Cliente4005,,3050
Cliente4006,31,3120
Cliente4007,32,3140
Cliente4008,33,3160
Cliente4009,34,3180
Cliente4010,,3100
,31,4265
Cliente4012,37,3240
Cliente4013,38,3260
Cliente4014,39,3280
Cliente4015,,3150
Cliente4016,41,3320
Cliente4017,42,3340
,38,4370
Cliente4019,44,3380
Cliente4020,,3200
Cliente4021,46,3420
Cliente4022,47,3440
Cliente4023,48,3460
Cliente4024,49,3480
Cliente4025,,3250
Cliente4026,31,
Cliente4027,52,3540
Cliente4028,53,3560
Cliente4029,54,3580
Cliente4030,,3300
Cliente4031,56,3620
,52,3680
Cliente4033,58,3660
Cliente4034,59,3680
Cliente4035,,3350
Cliente4036,61,3720
Cliente4037,42,
Cliente4038,63,3760
,59,3785
Cliente4040,,3400
Cliente4041,26,3820
Cliente4042,27,3840
Cliente4043,28,3860
Cliente4044,29,3880
Cliente4045,,3450
,26,3890
Cliente4047,32,3940
Cliente4048,53,
Cliente4049,34,3980
Cliente4050,,3000
Cliente4051,36,4020
Cliente4052,37,4040
,33,3995
Cliente4054,39,4080
Cliente4055,,3050
Cliente4056,41,4120
Cliente4057,42,4140
Cliente4058,43,4160
Cliente4059,34,
Cliente4060,,3100
Cliente4061,46,4220
Cliente4062,47,4240
Cliente4063,48,4260
Cliente4064,49,4280
Cliente4065,,3150
Cliente4066,51,4320
,47,4205
Cliente4068,53,4360
Cliente4069,54,4380
Cliente4070,,3200
Cliente4071,56,4420
Cliente4072,57,4440
Cliente4073,58,4460
,54,4310
Cliente4075,,3250
Cliente4076,61,4520
Cliente4077,62,4540
Cliente4078,63,4560
Cliente4079,64,4580
Cliente4080,,3300
,21,3515
Cliente4082,27,4640
Cliente4083,28,4660
Cliente4084,29,4680
Cliente4085,,3350
Cliente4086,31,4720
Cliente4087,32,4740
,28,3620
Cliente4089,34,4780
Cliente4090,,3400
Cliente4091,36,4820
Cliente4092,37,
Cliente4093,38,4860
Cliente4094,39,4880
Cliente4095,,3450
Cliente4096,41,4920
Cliente4097,42,4940
Cliente4098,43,4960
Cliente4099,44,4980
Cliente4100,,3000
Cliente4101,46,3020
,42,3830
Cliente4103,48,
Cliente4104,49,3080
Cliente4105,,3050
Cliente4106,51,3120
Cliente4107,52,3140
Cliente4108,53,3160
,49,3935
Cliente4110,,3100
Cliente4111,56,3220
Cliente4112,57,3240
Cliente4113,58,3260
Cliente4114,29,
Cliente4115,,3150
,56,4040
Cliente4117,62,3340
Cliente4118,63,3360
Cliente4119,64,3380
Cliente4120,,3200
Cliente4121,26,3420
Cliente4122,27,3440
,23,4145
Cliente4124,29,3480
Cliente4125,,3250
Cliente4126,31,3520
Cliente4127,32,3540
Cliente4128,33,3560
Cliente4129,34,3580
Cliente4130,,3300
Cliente4131,36,3620
Cliente4132,37,3640
Cliente4133,38,3660
Cliente4134,39,3680
Cliente4135,,3350
Cliente4136,51,
,37,4355
Cliente4138,43,3760
Cliente4139,44,3780
Cliente4140,,3400
Cliente4141,46,3820
Cliente4142,47,3840
Cliente4143,48,3860
,44,3560
Cliente4145,,3450
Cliente4146,51,3920
Cliente4147,32,
Cliente4148,53,3960
Cliente4149,54,3980
Cliente4150,,3000
,51,3665
Cliente4152,57,4040
Cliente4153,58,4060
Cliente4154,59,4080
Cliente4155,,3050
Cliente4156,61,4120
Cliente4157,62,4140
,58,3770
Cliente4159,64,4180
Cliente4160,,3100
Cliente4161,26,4220
Cliente4162,27,4240
Cliente4163,28,4260
Cliente4164,29,4280
Cliente4165,,3150
Cliente4166,31,4320
Cliente4167,32,4340
Cliente4168,33,4360
Cliente4169,54,
Cliente4170,,3200
Cliente4171,36,4420
,32,3980
Cliente4173,38,4460
Cliente4174,39,4480
Cliente4175,,3250
Cliente4176,41,4520
Cliente4177,42,4540
Cliente4178,43,4560
,39,4085
Cliente4180,,3300
Cliente4181,46,4620
Cliente4182,47,4640
Cliente4183,48,4660
Cliente4184,49,4680
Cliente4185,,3350
,46,4190
Cliente4187,52,4740
Cliente4188,53,4760
Cliente4189,54,4780
Cliente4190,,3400
Cliente4191,46,
Cliente4192,57,4840
,53,4295
Cliente4194,59,4880
Cliente4195,,3450
Cliente4196,61,4920
Cliente4197,62,4940
Cliente4198,63,4960
Cliente4199,64,4980
Cliente4200,,3000
Cliente4201,26,3020
Cliente4202,27,
Cliente4203,28,3060
Cliente4204,29,3080
Cliente4205,,3050
Cliente4206,31,3120
,27,3605
Cliente4208,33,3160
Cliente4209,34,3180
Cliente4210,,3100
Cliente4211,36,3220
Cliente4212,37,3240
Cliente4213,38,
,34,3710
Cliente4215,,3150
Cliente4216,41,3320
Cliente4217,42,3340
Cliente4218,43,3360
Cliente4219,44,3380
Cliente4220,,3200
,41,3815
Cliente4222,47,3440
Cliente4223,48,3460
Cliente4224,49,
Cliente4225,,3250
Cliente4226,51,3520
Cliente4227,52,3540
,48,3920
Cliente4229,54,3580
Cliente4230,,3300
Cliente4231,56,3620
Cliente4232,57,3640
Cliente4233,58,3660
Cliente4234,59,3680
Cliente4235,,3350
Cliente4236,61,3720
Cliente4237,62,3740
Cliente4238,63,3760
Cliente4239,64,3780
Cliente4240,,3400
Cliente4241,26,3820
,22,4130
Cliente4243,28,3860
Cliente4244,29,3880
Cliente4245,,3450
Cliente4246,41,
Cliente4247,32,3940
Cliente4248,33,3960
,29,4235
Cliente4250,,3000
Cliente4251,36,4020
Cliente4252,37,4040
Cliente4253,38,4060
Cliente4254,39,4080
Cliente4255,,3050
,36,4340
Cliente4257,52,
Cliente4258,43,4160
Cliente4259,44,4180
Cliente4260,,3100
Cliente4261,46,4220
Cliente4262,47,4240
,43,3545
Cliente4264,49,4280
Cliente4265,,3150
Cliente4266,51,4320
Cliente4267,52,4340
Cliente4268,33,
Cliente4269,54,4380
Cliente4270,,3200
Cliente4271,56,4420
Cliente4272,57,4440
Cliente4273,58,4460
Cliente4274,59,4480
Cliente4275,,3250
Cliente4276,61,4520
,57,3755
Cliente4278,63,4560
Cliente4279,44,
Cliente4280,,3300
Cliente4281,26,4620
Cliente4282,27,4640
Cliente4283,28,4660
,24,3860
Cliente4285,,3350
Cliente4286,31,4720
Cliente4287,32,4740
Cliente4288,33,4760
Cliente4289,34,4780
Cliente4290,,3400
,31,3965
Cliente4292,37,4840
Cliente4293,38,4860
Cliente4294,39,4880
Cliente4295,,3450
Cliente4296,41,4920
Cliente4297,42,4940
,38,4070
Cliente4299,44,4980
Cliente4300,,3000
Cliente4301,36,
Cliente4302,47,3040
Cliente4303,48,3060
Cliente4304,49,3080
Cliente4305,,3050
Cliente4306,51,3120
Cliente4307,52,3140
Cliente4308,53,3160
Cliente4309,54,3180
Cliente4310,,3100
Cliente4311,56,3220
,52,4280
Cliente4313,58,3260
Cliente4314,59,3280
Cliente4315,,3150
Cliente4316,61,3320
Cliente4317,62,3340
Cliente4318,63,3360
,59,4385
Cliente4320,,3200
Cliente4321,26,3420
Cliente4322,27,3440
Cliente4323,28,
Cliente4324,29,3480
Cliente4325,,3250
,26,3590
Cliente4327,32,3540
Cliente4328,33,3560
Cliente4329,34,3580
Cliente4330,,3300
Cliente4331,36,3620
Cliente4332,37,3640
,33,3695
Cliente4334,39,
Cliente4335,,3350
Cliente4336,41,3720
Cliente4337,42,3740
Cliente4338,43,3760
Cliente4339,44,3780
Cliente4340,,3400
Cliente4341,46,3820
Cliente4342,47,3840
Cliente4343,48,3860
Cliente4344,49,3880
Cliente4345,,3450
Cliente4346,51,3920
,47,3905
Cliente4348,53,3960
Cliente4349,54,3980
Cliente4350,,3000
Cliente4351,56,4020
Cliente4352,57,4040
Cliente4353,58,4060
,54,4010
Cliente4355,,3050
Cliente4356,31,
Cliente4357,62,4140
Cliente4358,63,4160
Cliente4359,64,4180
Cliente4360,,3100
,21,4115
Cliente4362,27,4240
Cliente4363,28,4260
Cliente4364,29,4280
Cliente4365,,3150
Cliente4366,31,4320
Cliente4367,42,
,28,4220
Cliente4369,34,4380
Cliente4370,,3200
Cliente4371,36,4420
Cliente4372,37,4440
Cliente4373,38,4460
Cliente4374,39,4480
Cliente4375,,3250
Cliente4376,41,4520
Cliente4377,42,4540
Cliente4378,53,
Cliente4379,44,4580
Cliente4380,,3300
Cliente4381,46,4620
,42,3530
Cliente4383,48,4660
Cliente4384,49,4680
Cliente4385,,3350
Cliente4386,51,4720
Cliente4387,52,4740
Cliente4388,53,4760
,49,3635
Cliente4390,,3400
Cliente4391,56,4820
Cliente4392,57,4840
Cliente4393,58,4860
Cliente4394,59,4880
Cliente4395,,3450
,56,3740
Cliente4397,62,4940
Cliente4398,63,4960
Cliente4399,64,4980
Cliente4400,,3000
Cliente4401,26,3020
Cliente4402,27,3040
,23,3845
Cliente4404,29,3080
Cliente4405,,3050
Cliente4406,31,3120
Cliente4407,32,3140
Cliente4408,33,3160
Cliente4409,34,3180
Cliente4410,,3100
Cliente4411,26,
Cliente4412,37,3240
Cliente4413,38,3260
Cliente4414,39,3280
Cliente4415,,3150
Cliente4416,41,3320
,37,4055
Cliente4418,43,3360
Cliente4419,44,3380
Cliente4420,,3200
Cliente4421,46,3420
Cliente4422,37,
Cliente4423,48,3460
,44,4160
Cliente4425,,3250
Cliente4426,51,3520
Cliente4427,52,3540
Cliente4428,53,3560
Cliente4429,54,3580
Cliente4430,,3300
,51,4265
Cliente4432,57,3640
Cliente4433,48,
Cliente4434,59,3680
Cliente4435,,3350
Cliente4436,61,3720
Cliente4437,62,3740
,58,4370
Cliente4439,64,3780
Cliente4440,,3400
Cliente4441,26,3820
Cliente4442,27,3840
Cliente4443,28,3860
Cliente4444,29,
Cliente4445,,3450
Cliente4446,31,3920
Cliente4447,32,3940
Cliente4448,33,3960
Cliente4449,34,3980
Cliente4450,,3000
Cliente4451,36,4020
,32,3680
Cliente4453,38,4060
Cliente4454,39,4080
Cliente4455,,3050
Cliente4456,41,4120
Cliente4457,42,4140
Cliente4458,43,4160
,39,3785
Cliente4460,,3100
Cliente4461,46,4220
Cliente4462,47,4240
Cliente4463,48,4260
Cliente4464,49,4280
Cliente4465,,3150
,46,3890
Cliente4467,52,4340
Cliente4468,53,4360
Cliente4469,54,4380
Cliente4470,,3200
Cliente4471,56,4420
Cliente4472,57,4440
,53,3995
Cliente4474,59,4480
Cliente4475,,3250
Cliente4476,61,4520
Cliente4477,32,
Cliente4478,63,4560
Cliente4479,64,4580
Cliente4480,,3300
Cliente4481,26,4620
Cliente4482,27,4640
Cliente4483,28,4660
Cliente4484,29,4680
Cliente4485,,3350
Cliente4486,31,4720
,27,4205
Cliente4488,43,
Cliente4489,34,4780
Cliente4490,,3400
Cliente4491,36,4820
Cliente4492,37,4840
Cliente4493,38,4860
,34,4310
Cliente4495,,3450
Cliente4496,41,4920
Cliente4497,42,4940
Cliente4498,43,4960
Cliente4499,54,
Cliente4500,,3000
,41,3515
Cliente4502,47,3040
Cliente4503,48,3060
Cliente4504,49,3080
Cliente4505,,3050
Cliente4506,51,3120
Cliente4507,52,3140
,48,3620
Cliente4509,54,3180
Cliente4510,,3100
Cliente4511,56,3220
Cliente4512,57,3240
Cliente4513,58,3260
Cliente4514,59,3280
Cliente4515,,3150
Cliente4516,61,3320
Cliente4517,62,3340
Cliente4518,63,3360
Cliente4519,64,3380
Cliente4520,,3200
Cliente4521,46,
,22,3830
Cliente4523,28,3460
Cliente4524,29,3480
Cliente4525,,3250
Cliente4526,31,3520
Cliente4527,32,3540
Cliente4528,33,3560
,29,3935
Cliente4530,,3300
Cliente4531,36,3620
Cliente4532,27,
Cliente4533,38,3660
Cliente4534,39,3680
Cliente4535,,3350
,36,4040
Cliente4537,42,3740
Cliente4538,43,3760
Cliente4539,44,3780
Cliente4540,,3400
Cliente4541,46,3820
Cliente4542,47,3840
,43,4145
Cliente4544,49,3880
Cliente4545,,3450
Cliente4546,51,3920
Cliente4547,52,3940
Cliente4548,53,3960
Cliente4549,54,3980
Cliente4550,,3000
Cliente4551,56,4020
Cliente4552,57,4040
Cliente4553,58,4060
Cliente4554,49,
Cliente4555,,3050
Cliente4556,61,4120
,57,4355
Cliente4558,63,4160
Cliente4559,64,4180
Cliente4560,,3100
Cliente4561,26,4220
Cliente4562,27,4240
Cliente4563,28,4260
,24,3560
Cliente4565,,3150
Cliente4566,31,4320
Cliente4567,32,4340
Cliente4568,33,4360
Cliente4569,34,4380
Cliente4570,,3200
,31,3665
Cliente4572,37,4440
Cliente4573,38,4460
Cliente4574,39,4480
Cliente4575,,3250
Cliente4576,41,
Cliente4577,42,4540
,38,3770
Cliente4579,44,4580
Cliente4580,,3300
Cliente4581,46,4620
Cliente4582,47,4640
Cliente4583,48,4660
Cliente4584,49,4680
Cliente4585,,3350
Cliente4586,51,4720
Cliente4587,52,
Cliente4588,53,4760
Cliente4589,54,4780
Cliente4590,,3400
Cliente4591,56,4820
,52,3980
Cliente4593,58,4860
Cliente4594,59,4880
Cliente4595,,3450
Cliente4596,61,4920
Cliente4597,62,4940
Cliente4598,33,
,59,4085
Cliente4600,,3000
Cliente4601,26,3020
Cliente4602,27,3040
Cliente4603,28,3060
Cliente4604,29,3080
Cliente4605,,3050
,26,4190
Cliente4607,32,3140
Cliente4608,33,3160
Cliente4609,44,
Cliente4610,,3100
Cliente4611,36,3220
Cliente4612,37,3240
,33,4295
Cliente4614,39,3280
Cliente4615,,3150
Cliente4616,41,3320
Cliente4617,42,3340
Cliente4618,43,3360
Cliente4619,44,3380
Cliente4620,,3200
Cliente4621,46,3420
Cliente4622,47,3440
Cliente4623,48,3460
Cliente4624,49,3480
Cliente4625,,3250
Cliente4626,51,3520
,47,3605
Cliente4628,53,3560
Cliente4629,54,3580
Cliente4630,,3300
Cliente4631,36,
Cliente4632,57,3640
Cliente4633,58,3660
,54,3710
Cliente4635,,3350
Cliente4636,61,3720
Cliente4637,62,3740
Cliente4638,63,3760
Cliente4639,64,3780
Cliente4640,,3400
,21,3815
Cliente4642,47,
Cliente4643,28,3860
Cliente4644,29,3880
Cliente4645,,3450
Cliente4646,31,3920
Cliente4647,32,3940
,28,3920
Cliente4649,34,3980
Cliente4650,,3000
Cliente4651,36,4020
Cliente4652,37,4040
Cliente4653,28,
Cliente4654,39,4080
Cliente4655,,3050
Cliente4656,41,4120
Cliente4657,42,4140
Cliente4658,43,4160
Cliente4659,44,4180
Cliente4660,,3100
Cliente4661,46,4220
,42,4130
Cliente4663,48,4260
Cliente4664,39,
Cliente4665,,3150
Cliente4666,51,4320
Cliente4667,52,4340
Cliente4668,53,4360
,49,4235
Cliente4670,,3200
Cliente4671,56,4420
Cliente4672,57,4440
Cliente4673,58,4460
Cliente4674,59,4480
Cliente4675,,3250
,56,4340
Cliente4677,62,4540
Cliente4678,63,4560
Cliente4679,64,4580
Cliente4680,,3300
Cliente4681,26,4620
Cliente4682,27,4640
,23,3545
Cliente4684,29,4680
Cliente4685,,3350
Cliente4686,31,
Cliente4687,32,4740
Cliente4688,33,4760
Cliente4689,34,4780
Cliente4690,,3400
Cliente4691,36,4820
Cliente4692,37,4840
Cliente4693,38,4860
Cliente4694,39,4880
Cliente4695,,3450
Cliente4696,41,4920
,37,3755
Cliente4698,43,4960
Cliente4699,44,4980
Cliente4700,,3000
Cliente4701,46,3020
Cliente4702,47,3040
Cliente4703,48,3060
,44,3860
Cliente4705,,3050
Cliente4706,51,3120
Cliente4707,52,3140
Cliente4708,53,
Cliente4709,54,3180
Cliente4710,,3100
,51,3965
Cliente4712,57,3240
Cliente4713,58,3260
Cliente4714,59,3280
Cliente4715,,3150
Cliente4716,61,3320
Cliente4717,62,3340
,58,4070
Cliente4719,34,
Cliente4720,,3200
Cliente4721,26,3420
Cliente4722,27,3440
Cliente4723,28,3460
Cliente4724,29,3480
Cliente4725,,3250
Cliente4726,31,3520
Cliente4727,32,3540
Cliente4728,33,3560
Cliente4729,34,3580
Cliente4730,,3300
Cliente4731,36,3620
,32,4280
Cliente4733,38,3660
Cliente4734,39,3680
Cliente4735,,3350
Cliente4736,41,3720
Cliente4737,42,3740
Cliente4738,43,3760
,39,4385
Cliente4740,,3400
Cliente4741,26,
Cliente4742,47,3840
Cliente4743,48,3860
Cliente4744,49,3880
Cliente4745,,3450
,46,3590
Cliente4747,52,3940
Cliente4748,53,3960
Cliente4749,54,3980
Cliente4750,,3000
Cliente4751,56,4020
Cliente4752,37,
,53,3695
Cliente4754,59,4080
Cliente4755,,3050
Cliente4756,61,4120
Cliente4757,62,4140
Cliente4758,63,4160
Cliente4759,64,4180
Cliente4760,,3100
Cliente4761,26,4220
Cliente4762,27,4240
Cliente4763,48,
Cliente4764,29,4280
Cliente4765,,3150
Cliente4766,31,4320
,27,3905
Cliente4768,33,4360
Cliente4769,34,4380
Cliente4770,,3200
Cliente4771,36,4420
Cliente4772,37,4440
Cliente4773,38,4460
,34,4010
Cliente4775,,3250
Cliente4776,41,4520
Cliente4777,42,4540
Cliente4778,43,4560
Cliente4779,44,4580
Cliente4780,,3300
,41,4115
Cliente4782,47,4640
Cliente4783,48,4660
Cliente4784,49,4680
Cliente4785,,3350
Cliente4786,51,4720
Cliente4787,52,4740
,48,4220
Cliente4789,54,4780
Cliente4790,,3400
Cliente4791,56,4820
Cliente4792,57,4840
Cliente4793,58,4860
Cliente4794,59,4880
Cliente4795,,3450
Cliente4796,51,
Cliente4797,62,4940
Cliente4798,63,4960
Cliente4799,64,4980
Cliente4800,,3000
Cliente4801,26,3020
,22,3530
Cliente4803,28,3060
Cliente4804,29,3080
Cliente4805,,3050
Cliente4806,31,3120
Cliente4807,32,
Cliente4808,33,3160
,29,3635
Cliente4810,,3100
Cliente4811,36,3220
Cliente4812,37,3240
Cliente4813,38,3260
Cliente4814,39,3280
Cliente4815,,3150
,36,3740
Cliente4817,42,3340
Cliente4818,43,
Cliente4819,44,3380
Cliente4820,,3200
Cliente4821,46,3420
Cliente4822,47,3440
,43,3845
Cliente4824,49,3480
Cliente4825,,3250
Cliente4826,51,3520
Cliente4827,52,3540
Cliente4828,53,3560
Cliente4829,54,
Cliente4830,,3300
Cliente4831,56,3620
Cliente4832,57,3640
Cliente4833,58,3660
Cliente4834,59,3680
Cliente4835,,3350
Cliente4836,61,3720
,57,4055
Cliente4838,63,3760
Cliente4839,64,3780
Cliente4840,,3400
Cliente4841,26,3820
Cliente4842,27,3840
Cliente4843,28,3860
,24,4160
Cliente4845,,3450
Cliente4846,31,3920
Cliente4847,32,3940
Cliente4848,33,3960
Cliente4849,34,3980
Cliente4850,,3000
,31,4265
Cliente4852,37,4040
Cliente4853,38,4060
Cliente4854,39,4080
Cliente4855,,3050
Cliente4856,41,4120
Cliente4857,42,4140
,38,4370
Cliente4859,44,4180
Cliente4860,,3100
Cliente4861,46,4220
Cliente4862,27,
Cliente4863,48,4260
Cliente4864,49,4280
Cliente4865,,3150
Cliente4866,51,4320
Cliente4867,52,4340
Cliente4868,53,4360
Cliente4869,54,4380
Cliente4870,,3200
Cliente4871,56,4420
,52,3680
Cliente4873,38,
Cliente4874,59,4480
Cliente4875,,3250
Cliente4876,61,4520
Cliente4877,62,4540
Cliente4878,63,4560
,59,3785
Cliente4880,,3300
Cliente4881,26,4620
Cliente4882,27,4640
Cliente4883,28,4660
Cliente4884,49,
Cliente4885,,3350
,26,3890
Cliente4887,32,4740
Cliente4888,33,4760
Cliente4889,34,4780
Cliente4890,,3400
Cliente4891,36,4820
Cliente4892,37,4840
,33,3995
Cliente4894,39,4880
Cliente4895,,3450
Cliente4896,41,4920
Cliente4897,42,4940
Cliente4898,43,4960
Cliente4899,44,4980
Cliente4900,,3000
Cliente4901,46,3020
Cliente4902,47,3040
Cliente4903,48,3060
Cliente4904,49,3080
Cliente4905,,3050
Cliente4906,41,
,47,4205
Cliente4908,53,3160
Cliente4909,54,3180
Cliente4910,,3100
Cliente4911,56,3220
Cliente4912,57,3240
Cliente4913,58,3260
,54,4310
Cliente4915,,3150
Cliente4916,61,3320
Cliente4917,52,
Cliente4918,63,3360
Cliente4919,64,3380
Cliente4920,,3200
,21,3515
Cliente4922,27,3440
Cliente4923,28,3460
Cliente4924,29,3480
Cliente4925,,3250
Cliente4926,31,3520
Cliente4927,32,3540
,28,3620
Cliente4929,34,3580
Cliente4930,,3300
Cliente4931,36,3620
Cliente4932,37,3640
Cliente4933,38,3660
Cliente4934,39,3680
Cliente4935,,3350
Cliente4936,41,3720
Cliente4937,42,3740
Cliente4938,43,3760
Cliente4939,44,
Cliente4940,,3400
Cliente4941,46,3820
,42,3830
Cliente4943,48,3860
Cliente4944,49,3880
Cliente4945,,3450
Cliente4946,51,3920
Cliente4947,52,3940
Cliente4948,53,3960
,49,3935
Cliente4950,,3000
Cliente4951,56,4020
Cliente4952,57,4040
Cliente4953,58,4060
Cliente4954,59,4080
Cliente4955,,3050
,56,4040
Cliente4957,62,4140
Cliente4958,63,4160
Cliente4959,64,4180
Cliente4960,,3100
Cliente4961,36,
Cliente4962,27,4240
,23,4145
Cliente4964,29,4280
Cliente4965,,3150
Cliente4966,31,4320
Cliente4967,32,4340
Cliente4968,33,4360
Cliente4969,34,4380
Cliente4970,,3200
Cliente4971,36,4420
Cliente4972,47,
Cliente4973,38,4460
Cliente4974,39,4480
Cliente4975,,3250
Cliente4976,41,4520
,37,4355
Cliente4978,43,4560
Cliente4979,44,4580
Cliente4980,,3300
Cliente4981,46,4620
Cliente4982,47,4640
Cliente4983,28,
,44,3560
Cliente4985,,3350
Cliente4986,51,4720
Cliente4987,52,4740
Cliente4988,53,4760
Cliente4989,54,4780
Cliente4990,,3400
,51,3665
Cliente4992,57,4840
Cliente4993,58,4860
Cliente4994,39,
Cliente4995,,3450
Cliente4996,61,4920
Cliente4997,62,4940
,58,3770
Cliente4999,64,4980
Cliente5000,,3000
Cliente5001,26,3020
Cliente5002,27,3040
Cliente5003,28,3060
Cliente5004,29,3080
Cliente5005,,3050
Cliente5006,31,3120
Cliente5007,32,3140
Cliente5008,33,3160
Cliente5009,34,3180
Cliente5010,,3100
Cliente5011,36,3220
,32,3980
Cliente5013,38,3260
Cliente5014,39,3280
Cliente5015,,3150
Cliente5016,31,
Cliente5017,42,3340
Cliente5018,43,3360
,39,4085
Cliente5020,,3200
Cliente5021,46,3420
Cliente5022,47,3440
Cliente5023,48,3460
Cliente5024,49,3480
Cliente5025,,3250
,46,4190
Cliente5027,42,
Cliente5028,53,3560
Cliente5029,54,3580
Cliente5030,,3300
Cliente5031,56,3620
Cliente5032,57,3640
,53,4295
Cliente5034,59,3680
Cliente5035,,3350
Cliente5036,61,3720
Cliente5037,62,3740
Cliente5038,53,
Cliente5039,64,3780
Cliente5040,,3400
Cliente5041,26,3820
Cliente5042,27,3840
Cliente5043,28,3860
Cliente5044,29,3880
Cliente5045,,3450
Cliente5046,31,3920
,27,3605
Cliente5048,33,3960
Cliente5049,34,
Cliente5050,,3000
Cliente5051,36,4020
Cliente5052,37,4040
Cliente5053,38,4060
,34,3710
Cliente5055,,3050
Cliente5056,41,4120
Cliente5057,42,4140
Cliente5058,43,4160
Cliente5059,44,4180
Cliente5060,,3100
,41,3815
Cliente5062,47,4240
Cliente5063,48,4260
Cliente5064,49,4280
Cliente5065,,3150
Cliente5066,51,4320
Cliente5067,52,4340
,48,3920
Cliente5069,54,4380
Cliente5070,,3200
Cliente5071,26,
Cliente5072,57,4440
Cliente5073,58,4460
Cliente5074,59,4480
Cliente5075,,3250
Cliente5076,61,4520
Cliente5077,62,4540
Cliente5078,63,4560
Cliente5079,64,4580
Cliente5080,,3300
Cliente5081,26,4620
,22,4130
Cliente5083,28,4660
Cliente5084,29,4680
Cliente5085,,3350
Cliente5086,31,4720
Cliente5087,32,4740
Cliente5088,33,4760
,29,4235
Cliente5090,,3400
Cliente5091,36,4820
Cliente5092,37,4840
Cliente5093,48,
Cliente5094,39,4880
Cliente5095,,3450
,36,4340
Cliente5097,42,4940
Cliente5098,43,4960
Cliente5099,44,4980
Cliente5100,,3000
Cliente5101,46,3020
Cliente5102,47,3040
,43,3545
Cliente5104,29,
Cliente5105,,3050
Cliente5106,51,3120
Cliente5107,52,3140
Cliente5108,53,3160
Cliente5109,54,3180
Cliente5110,,3100
Cliente5111,56,3220
Cliente5112,57,3240
Cliente5113,58,3260
Cliente5114,59,3280
Cliente5115,,3150
Cliente5116,61,3320
,57,3755
Cliente5118,63,3360
Cliente5119,64,3380
Cliente5120,,3200
Cliente5121,26,3420
Cliente5122,27,3440
Cliente5123,28,3460
,24,3860
Cliente5125,,3250
Cliente5126,51,
Cliente5127,32,3540
Cliente5128,33,3560
Cliente5129,34,3580
Cliente5130,,3300
,31,3965
Cliente5132,37,3640
Cliente5133,38,3660
Cliente5134,39,3680
Cliente5135,,3350
Cliente5136,41,3720
Cliente5137,32,
,38,4070
Cliente5139,44,3780
Cliente5140,,3400
Cliente5141,46,3820
Cliente5142,47,3840
Cliente5143,48,3860
Cliente5144,49,3880
Cliente5145,,3450
Cliente5146,51,3920
Cliente5147,52,3940
Cliente5148,43,
Cliente5149,54,3980
Cliente5150,,3000
Cliente5151,56,4020
,52,4280
Cliente5153,58,4060
Cliente5154,59,4080
Cliente5155,,3050
Cliente5156,61,4120
Cliente5157,62,4140
Cliente5158,63,4160
,59,4385
Cliente5160,,3100
Cliente5161,26,4220
Cliente5162,27,4240
Cliente5163,28,4260
Cliente5164,29,4280
Cliente5165,,3150
,26,3590
Cliente5167,32,4340
Cliente5168,33,4360
Cliente5169,34,4380
Cliente5170,,3200
Cliente5171,36,4420
